GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
SPRY4	SLC26A4	0	DIDA_NDI	0.580718	0.296915	1	0.124	0.076	0.199	0	1.305	0.497	0.057007	0.10992	0.10992	0	0	0	0	0.0833	0.0013421893	0.0020469578	0.3502	0.306
TYR	MYH7B	0	DIDA_NDI	1.21705	0.569253	1	0.4285247	0.30253932	0.48204103	0	0.367	0.117	0.035564	0	0	0	0	0	0	0	2.5e-05	3.5e-05	0.5808	0.39487705
MFN2	NPHS1	0	DIDA_NDI	0.627307	0.442845	2	0.684	0.227	0.259	0	0.8162464	0.46165267	0.035189	0.999816	0.999816	0	0	0	0	0	0.000123	4e-05	0.5027	0.396
PROKR2	NPHS1	0	DIDA_NDI	0.668804	0.401348	2	0.143	0.197	0.704	0	0.5587606	0.27778646	0.022521	0.000669	0.000669	0	0	0	0	0	5e-05	8.9e-05	0.4354	0.325
PYGM	TJP2	0	DIDA_NDI	0.378117	0.121722	1	0.624	0.116	0.512	0	0.782	0.178	0.057007	1e-06	1e-06	0	0	0	0	0	0.007318	0.011264	0.4837	0
DSP	UROD	0	DIDA_NDI	0.598325	0.140948	2	0.563	0.167	0.437	0	1.048	0.102	0.056624	1.000044	0.999759	0	0	0	0	0	0.001938	0.000498	0.6295	0.208
KRT5	USH2A	0	DIDA_NDI	0.53998005	0.2538408	1	0.731	0.491	0.42	7e-05	0.917	0.659	0.035189	0.469328	0.469328	0	0	0	0	0	0.003151	0.005589	0.4689	0.183
LRP5	NPHS1	0	DIDA_NDI	0.639018	0.431133	2	0.563	0.279	0.471	0	0.7512907	0.3984557	0.050673	0.998356	0.998356	0	0	0	0	0	5.2e-05	8.7e-05	0.6095	0.486
PYGM	KCNH2	0	DIDA_NDI	0.425796	0.169401	1	0.449	0.103	0.438	0	1.177	0.217	0.057007	0.996051	0.996051	0	0	0	0	0	0.006837	0.012118	0.3345	0.423
SPRY4	MYH7B	0	DIDA_NDI	0.4658	0.181997	1	0.3536496	0.18918723	0.42068648	0	1.026	0.776	0.058944	0.10992	0.10992	0	0	0	0	0	3.9e-05	1.1e-05	0.6029	0.12358193
TTN	GDF9	0	DIDA_NDI	0.4441932	0.16729297	1	0.415	0.364	0.619	6.810371e-06	0.465	0.239	0.054895	1.2e-05	1.2e-05	0	0	0	0	0	0.000269	0.000457	0.3907	0.247
BBS9	LAMB3	0	DIDA_NDI	0.527661	0.125963	1	0.752	0.39	0.248	0	0.405	0.233	0.090085	0	0	0	0	0	0	0.0909	0.000176	0.000138	0.6342	0.327
PCARE	ADGRV1	0	DIDA_NDI	0.52827895	0.17574464	0	0	0.217	0.385	0	0.5328637	0.21601106	0.08571294	0.5720632	0.34606957	0	0.582	0.07506116	0	0.16855524	1e-06	0	0.4012	0.162
WHRN	USH2A	0	DIDA_NDI	0.54740727	0.20201103	0	1	0.725	0.859	0	0.9646268	0.38852838	0.013290658	1.351456	0.5608053	0	0.921	0.53	0	0.2143	2.4e-05	4e-05	0.5152	0.466
NOD2	WHRN	0	DIDA_NDI	0.4632943	0.17490871	0	1	0.172	0.613	0	0.7074924	0.30287856	0.07397464	0.81144303	0.4566065	0	0	0	0	0.1053	2.3e-05	4e-05	0.42	0.31
KCNH2	MYO6	0	DIDA_NDI	0.617086	0.02189	1	0.459	0.297	0.533	0	0.913	0.481	0.052784	1.01384	0.978263	0	0	0	0	0.1905	0.000674	0.001183	0.5919	0.421
JUP	PCDH15	0	DIDA_NDI	0.516053	0.159203	1	0	0.234	0.339	0	1.194	0.784	0.036191	0.037535	0.037535	0	0.194	0	0	0	0.000971	0.001718	0.6407	0.417
BBS4	CEP290	0	DIDA_NDI	0.638439	0.01706	2	0.67	0.442	0.74	0	0.487	0.273	0.022521	0.000141	0.000141	0	0.911	0.64	0	0.6154	7e-06	3e-06	0.175	0.782
FGFR1	UNC13D	0	DIDA_NDI	0.946229	0.625931	1	0.475	0.174	0.472	0	1.081	0.911	0.054895	0.988744	0.988744	0	0	0	0	0.2917	0.000881	0.001286	0.6604	0.369
TTN	CPOX	0	DIDA_NDI	0.525911	0.242454	1	0.38	0.09	0.565	0	0.835	0.131	0.097617	0.023227	0.023227	0	0	0	0	0	0.0016863658	0.0026363216	0.6192	0.093
GGCX	RBM20	0	DIDA_NDI	0.34732643	0.12202621	1	0.096	0.23	0.472	0	0.434	0.19	0.101709954	0.5234216	0.38677087	0	0	0	0	0.1429	2.2e-05	2.8e-05	0.5975	0.028
FGFR1	MYO7A	0	DIDA_NDI	1.124896	0.447264	1	0.49	0.274	0.341	0	1.103	0.889	0.062563	0.988744	0.988744	0	0.201	0	0	0.1304	8.5e-05	0.000125	0.454	0.496
COL17A1	MYOC	0	DIDA_NDI	0.693034	0.127876	1	0.642	0.286	0.555	0	0.726	0.284	0.03718	0	0	0	0	0	0	0	0.0016349191	0.0020422235	0.5034	0.244
NEK1	ADGRV1	0	DIDA_NDI	0.44232988	0.17527393	1	0.473	0.273	0.422	0	0.53377295	0.23431447	0.087166764	0.59731627	0.39420643	0	0	0	0	0	1e-05	1.7e-05	0.4352	0.246
NEXN	GJB3	0	DIDA_NDI	0.266611	0.061423	1	0.141	0	0.378	0	0.266	0.054	0.068477	0.002737	0.002729	0	0	0	0	0	0.000424	0.000733	0.5843	0
POLG	ABCC6	0	DIDA_NDI	0.5016367	0.19592443	1	0.247	0.143	0.489	0	0.312	0.098	0.06239	4.3e-05	4e-05	0	0	0	0	0.2	3.3e-05	4.2e-05	0.6339	0.392
SCN1A	MYH7B	0	DIDA_NDI	0.537984	0.109813	1	0.3972233	0.2428331	0.48352215	0	0.341	0.091	0.056832	1	1	0	0.184	0	0	0.05	2.3e-05	3.8e-05	0.5113	0.16560905
BMPR2	LRP5	0	DIDA_NDI	0.60535	0.397465	2	0.633	0.598	0.63	0	0.919	0.787	0.023929	1.995024	0.001687	0	0.22	0	0	0.381	4e-06	2e-06	0.4419	0.529
BBS12	LAMB3	0	DIDA_NDI	0.499647	0.153977	1	1	0.267	0	0	0.134	0.038	0.095715	0	0	0	0	0	0	0	5.1e-05	8.3e-05	0.4293	0.327
SCN2A	ADGRV1	0	DIDA_NDI	0.6269926	0.24292956	1	0.062	0.398	0.548	0	0.65438944	0.27532187	0.05436797	0.71106935	0.40594667	0	0.173	0	0	0.3846	5e-06	7e-06	0.3859	1
SHH	RET	0	DIDA_NDI	1.572698	0.210164	2	0.619	0.592	0.555	0	1.38	0.41	0.023929	1.91285	0.086928	0	0.405	0	0	0.0556	1.1e-05	1.4e-05	0.4317	0.607
COL17A1	MYO6	0	DIDA_NDI	0.602067	0.036909	1	0.49	0.207	0.474	0	0.437	0.005	0.028855	0.017788	0.017788	0	0	0	0	0.1875	0.0015921809	0.0019921788	0.494	0.198
TEK	NPHS1	0	DIDA_NDI	0.637394	0.432758	2	0.464	0.248	0.55	0	0.7402167	0.41384977	0.023929	0.999993	0.999993	0	0.195	0	0.2778	0.0769	5.7e-05	7.8e-05	0.5645	0.391
DYNC2H1	PINK1	0	DIDA_NDI	0.28254	0.070048	2	0.348	0.192	0.539	0	0.218	0.018	0.052784	0	0	0	0	0	0	0.0417	0.001067249	0.0018224206	0.5047	0.35
LMBRD1	PINK1	0	DIDA_NDI	0.279012	0.073576	1	0.112	0.324	0.452	0	0.308	0.072	0.051833	2e-06	2e-06	0	0	0	0	0.1053	0.0011615691	0.0018901222	0.2849	0
PRKN	TMPRSS3	0	DIDA_NDI	0.48386604	0.19173235	0	0.155	0.201	0.533	0	0.6316443	0.2945042	0.07890886	0.7002125	0.45597062	0	0	0	0	0	0.0015797922	0.002588208	0.5664	0.47
COL4A3	SLC26A4	0	DIDA_NDI	0.778634	0.099	0	0.126	0.312	0.237	0	0.698	0.11	0.095715	7.6e-05	7.6e-05	0	0	0	0	0.1818	0.0017155628	0.002034116	0.4067	0.411
CAV3	CHD7	0	DIDA_NDI	0.696612	0.41731	1	0.631	0.299	0.38	0	0.476	0.234	0.054895	1.339836	0.660164	0	0.192	0	0	0	3.1e-05	2.5e-05	0.5431	0.489
GDAP1	USH1C	0	DIDA_NDI	0.332193	0.00581	0	0	0.263	0.463	0	0.217	0.083	0.108383	0.000185	0.000185	0	0	0	0	0.2941	8.6e-05	0.000134	0.4682	1
COL4A4	CPT2	0	DIDA_NDI	0.350311	0.147717	0	0.106	0.121	0.319	0	0.199	0.031	0.050673	0	0	0	0	0	0	0.1176	0.00108	0.001769	0.5252	0.693
BBS9	POLG	0	DIDA_NDI	0.542702	0.141005	1	0.594	0.128	0.514	0	0.524	0.114	0.158009	4.1e-05	4.1e-05	0	0	0	0	0.4	0.000155	0.000175	0.6276	0.265
ITGA7	UNC13D	0	DIDA_NDI	0.526502	0.206204	1	1	0.123	0.311	0	0.317	0.147	0.09853	0	0	0	0	0	0	0.125	0.000901	0.00125	0.5674	0.319
WHRN	DISP1	0	DIDA_NDI	0.54420406	0.20319206	0	1	0.22	0.724	0	0.8682331	0.34902272	0.049761657	0.9651942	0.50617874	0	0	0	0	0.2	2.5e-05	3.7e-05	0.4136	0.623
TTN	CPT2	0	DIDA_NDI	0.485479	0.282885	1	0.176	0.153	0.537	0	0.467	0.237	0.052784	0	0	0	0	0	0	0	0.001302	0.001376	0.5927	0.201
MYH7	ABCC6	0	DIDA_NDI	0.6161872	0.25642514	0	0.449	0.14	0.362	0	0.547	0.333	0.04612	0.000147	0.000144	0	0.156	0.030816868	0.0667	0	0.001803	0.003182	0.4892	0.372
KCNA5	ADGRV1	0	DIDA_NDI	0.5859456	0.24549168	0	0.392	0.241	0.551	0	0.6040413	0.2676006	0.06782924	0.5825399	0.40296236	0	0	0	0	0	1e-06	0	0.4551	1
COL4A4	DYNC2H1	0	DIDA_NDI	0.355259	0.142768	1	0.157	0.406	0.321	0	0.184	0.016	0.052784	0	0	0	0	0	0	0.1053	0.0010693918	0.0019032861	0.4495	0.394
TTN	HFE	0	DIDA_NDI	1.114604	0.346239	1	0.631	0.338	0.487	1.1223693e-05	0.45	0.254	0.0929	1e-06	1e-06	0	0	0	0.1429	0	0.000267	0.000461	0.6382	0.317
TYR	NEUROD1	0	DIDA_NDI	1.630527	0.155776	2	0.544	0.198	0.604	0	1.212	0.728	0.062285	0.138071	0.138071	0	0	0	0	0	1.3e-05	1.4e-05	0.3381	0.33
CDK5RAP2	ABCC6	0	DIDA_NDI	0.49203122	0.19636342	1	0.223	0.239	0.455	0	0.142	0.072	0.076009	1e-06	1e-06	0	0	0	0	0	2.1e-05	2.1e-05	0.5766	0.38
ITGA7	COL4A3	0	DIDA_NDI	0.70617	0.026536	1	1	0.399	0.244	0.00017	0.526	0.062	0.006334	7.6e-05	7.6e-05	0	0.621	1	0	0.1304	0.000134	0.00011	0.4685	0.235
NOD2	MYO7A	0	DIDA_NDI	1.032151	0.354519	0	0.663	0.145	0.551	0	0.226	0.012	0.064396	0	0	0	0	0	0.0455	0.0625	8e-06	1.3e-05	0.2338	0.383
MYH7B	NPHS1	0	DIDA_NDI	0.858975	0.211177	1	0.4764883	0.27721927	0.50500405	5.4e-05	0.8035856	0.27833143	0.052784	0	0	0	0	0	0	0.1429	7.3e-05	5e-05	0.3474	0.33751518
SCN5A	LAMB3	0	DIDA_NDI	0.584631	0.068993	2	0.523	0.271	0.19	0	0.328	0.156	0.023929	0.995748	0.995748	0	0.216	0	0	0.0556	5e-05	8.6e-05	0.4604	0.502
TTC8	ADGRV1	0	DIDA_NDI	0.6017389	0.25341728	1	0.572	0.342	0.452	0	0.6523248	0.2851137	0.056182504	0.6817518	0.42760798	0	0	0	0	0.1111	6e-06	1e-05	0.4532	1
FZD4	NPHS1	0	DIDA_NDI	0.744781	0.325371	1	0.599	0.226	0.574	0	0.8550603	0.42372632	0.022521	0.920787	0.920787	0	0	0	0	0	5.4e-05	8.2e-05	0.5527	0.219
TYR	LAMB3	0	DIDA_NDI	1.219963	0.566339	2	0.55	0.227	0.137	0	0.328	0.156	0.054895	0	0	0	0	0	0	0.2143	5.2e-05	8.2e-05	0.5438	0.456
HFE	CEP290	0	DIDA_NDI	1.041111	0.419732	1	0.85	0.241	0.519	0	0.478	0.282	0.035622	1e-06	1e-06	0	0	0	0	0.4091	8e-06	1e-06	0.4733	0.38
GJB2	TTC8	0	DIDA_NDI	0.706647	0.304739	2	0.511	0.206	0.363	0	0.572	0.232	0.095715	0.345393	0.345393	0	0	0	0	0	8e-06	6e-06	0.5306	0.317
ATP2B2	WNT10A	0	DIDA_NDI	0.383432	0.022517	0	0.304	0.386	0.193	0	0.853	0.463	0.0929	1.010091	0.989752	0	0	0	0	0	9e-05	0.000107	0.5097	0.386
SLC3A1	USH1C	0	DIDA_NDI	0.601316	0.263313	0	0.499	0.13	0.456	0.00011	0.197	0.063	0.09853	0	0	0	0	0	0	0.2727	1e-05	0	0.256	1
ITGA7	PSMB9	0	DIDA_NDI	0.5448289	0.23037842	1	1	0.184	0.379	0	0.932	0.468	0.062429	0.225647	0.225647	0	0	0	0	0.1579	0.002342	0.003808	0.5062	0.405
LRP5	PDE3A	0	DIDA_NDI	0.250636	0.042751	1	0.437	0.372	0.356	0	0.149	0.017	0.052784	1.104968	0.891743	0	0	0	0	0.381	6e-05	0.000102	0.4032	0
PDZD7	PCDH15	0	DIDA_NDI	0.288821	0.068029	0	0	0.46	0.62	0	0.404	0.006	0.057007	0.72277	0.72277	0	0.737	0.53	0	0.5625	8e-06	9e-06	0.5635	0.726
BBS4	USH2A	0	DIDA_NDI	0.5706837	0.18665989	1	0.654	0.493	0.505	0	0.236	0.022	0.052784	0.000141	0.000141	0	0.303	0	0	0.0769	3e-06	3e-06	0.5113	0.69
PCDH15	CHD7	0	DIDA_NDI	0.318076	0.038774	1	0	0.31	0.265	0	0.326	0.084	0.113094	1	1	0	0.213	0	0	0	1e-05	1.3e-05	0.4081	0.51
MYO7A	KCNH2	0	DIDA_NDI	0.636414	0.041218	1	0.498	0.213	0.42	0	0.804	0.59	0.062285	0.996051	0.996051	0	0	0	0	0.0526	1.1e-05	7e-06	0.374	0.549
ABCC9	MYH7B	0	DIDA_NDI	0.480758	0.167039	0	0.33326557	0.22908936	0.48062208	9.5e-05	0.218	0.032	0.056832	0.000701	0.000701	0	0.186	0	0.0667	0.0526	2.2e-05	3.9e-05	0.4486	0.13123879
USH2A	CYP1B1	0	DIDA_NDI	0.47867998	0.18794511	1	0.337	0.347	0.282	0	0.22	0.038	0.095715	0.000296	0.000296	0	0	0	0	0.0588	0.00095454865	0.001683284	0.5845	0.37
DYNC2H1	SEC23A	0	DIDA_NDI	0.274441	0.061949	1	0.412	0.263	0.437	0	0.759	0.559	0.022521	0.000128	0.000128	0	0	0	0	0.3333	0.0011396215	0.0019283436	0.4601	0
MYO7A	RP1L1	0	DIDA_NDI	0.36266375	0.10738477	0	0	0.354	0.538	0	0.186	0.028	0.099378	0.29617536	0.25441816	0	0.202	0	0	0	8e-06	1.3e-05	0.4524	0.198
SCN1A	CHD7	0	DIDA_NDI	0.353736	0.074434	2	0.062	0.173	0.61	0	0.337	0.095	0.0929	2	0	0	0.216	0	0	0.1053	9e-06	1.4e-05	0.4623	0.336
BBS1	COL4A3	0	DIDA_NDI	0.43923151	0.15845247	1	0.536	0.249	0.352	0	0.4499275	0.2046063	0.090085	7.6e-05	7.6e-05	0	0	0	0	0.087	4.2e-05	5.2e-05	0.4268	0.458
TTN	SMC1B	0	DIDA_NDI	0.468911	0.299454	1	0	0	0.567	9.670328e-06	0.907	0.203	0.060266	0.986578	0.986578	0	0.154	0	0	0	0.000268	0.000458	0.3811	0
PSMB9	MYO6	0	DIDA_NDI	0.5574315	0.22726801	0	0.547	0.322	0.707	0	0.916	0.484	0.065704	0.243435	0.207859	0	0	0	0	0.1176	0.002915	0.002792	0.5033	0.371
COL4A4	MAN1B1	0	DIDA_NDI	0.3694611	0.13116981	0	0.14	0.144	0.461	0	0.375	0.207	0.090937	3e-06	3e-06	0	0	0	0	0.1111	9.6e-05	2.3e-05	0.4826	0.186
BBS12	KCNH2	0	DIDA_NDI	0.470433	0.124763	1	1	0.154	0	0	0.745	0.649	0.072348	0.996052	0.996051	0	0	0	0	0.1667	6e-06	2e-06	0.5355	0.361
MITF	SLC26A4	0	DIDA_NDI	0.861813	0.01582	1	0.098	0.122	0.233	0	1.253	0.445	0.057007	0.997811	0.997811	0	0.203	0	0	0	0.0013082317	0.0016122937	0.4066	0.333
SLC3A1	KCNH2	0	DIDA_NDI	0.729913	0.134716	1	0.491	0.224	0.541	0	0.827	0.567	0.057007	0.996051	0.996051	0	0	0	0	0.0588	8e-06	3e-06	0.5266	0.46
ITGA7	ABCC6	0	DIDA_NDI	0.5254826	0.21815301	1	0.34	0.244	0.621	0	0.339	0.125	0.07812	1e-06	1e-06	0	0	0	0	0	0.000103	0.000165	0.3008	0.28
TTC8	CEP290	0	DIDA_NDI	0.511644	0.109736	2	0.837	0.302	0.657	0	0.55	0.21	0.022521	0.345393	0.345393	0	0.759	0.64	0	0.7143	1e-05	3e-06	0.2585	0.805
BBS4	MYH7B	0	DIDA_NDI	0.651648	0.003851	1	0.48625547	0.298846	0.5198438	0	0.232	0.018	0.027977	0.000141	0.000141	0	0.178	0	0	0.0833	2.5e-05	3.5e-05	0.494	0.35629722
NPHS1	RP1L1	0	DIDA_NDI	0.35806578	0.1376797	1	0	0.347	0.238	0	0.4626813	0.246352	0.085641	0.5288614	0.40392238	0	0	0	0	0	5e-05	8.9e-05	0.5819	0.1
PYGM	LRP5	0	DIDA_NDI	0.23214	0.024255	1	0.463	0.133	0.263	0	0.546	0.414	0.054895	0.998356	0.998356	0	0	0	0	0	0.006835	0.012121	0.5241	0.494
IL17RD	ADGRV1	0	DIDA_NDI	0.47988477	0.19814934	0	0.716	0.396	0.282	0	0.5720965	0.2485656	0.07346144	0.6428133	0.3994553	0	0	0	0	0	2e-06	3e-06	0.4136	0.306
KCNQ1	IL17RD	0	DIDA_NDI	0.460646	0.21279	0	0.131	0.231	0.48	0	0.873	0.283	0.071786	5.1e-05	2e-06	0	0	0	0	0	3e-06	2e-06	0.5634	0.467
MYO7A	TMPRSS3	0	DIDA_NDI	0.444265	0.233368	0	0.176	0.385	0.378	0	0.156	0.058	0.104141	4e-05	4e-05	0	0.591	0	0	0	0.001438729	0.0019771287	0.4199	0.583
TYR	NPHS1	0	DIDA_NDI	1.428227	0.358075	2	0.635	0.236	0.306	0	1.0089937	0.29598075	0.035189	0	0	0	0.23	0	0	0	5.3e-05	8.5e-05	0.5187	0.196
TTN	LAMB3	0	DIDA_NDI	0.710994	0.05737	2	0.66	0.287	0.294	1.0010581e-05	0.438	0.266	0.022521	0	0	0	0.166	0	0	0	0.000312	0.00038	0.6486	0.302
PCDH15	PDE3A	0	DIDA_NDI	0.325119	0.031731	0	0	0.19	0.26	0	0.288	0.122	0.148499	0.106612	0.106612	0	0	0	0	0	6e-05	0.000102	0.2379	0
DYNC2H1	LAMB3	0	DIDA_NDI	0.433058	0.220566	2	0.434	0.389	0.19	0	0.186	0.014	0.050673	0	0	0	0	0	0	0.1304	0.0010665077	0.0018870274	0.5287	0.584
DYNC2H1	GDF9	0	DIDA_NDI	0.4755561	0.1717522	1	0.343	0.251	0.325	0	0.213	0.013	0.052784	1.2e-05	1.2e-05	0	0	0	0	0.1667	0.0011298907	0.0018905476	0.5535	0.748
WHRN	RET	0	DIDA_NDI	0.45294756	0.17069064	1	1	0.247	0.595	0	0.74533606	0.32550743	0.065259136	0.93539774	0.47711152	0	0	0	0	0.1667	2.4e-05	3.9e-05	0.3749	0.468
KCNQ1	CPT2	0	DIDA_NDI	0.438015	0.235421	0	0.106	0.184	0.465	0	0.41	0.18	0.052784	2.5e-05	2.4e-05	0	0	0	0	0.3571	0.001039	0.001841	0.3107	0.428
SCN5A	PCDH15	0	DIDA_NDI	0.436244	0.079394	1	0	0.231	0.487	0	0.447	0.037	0.071786	0.995748	0.995748	0	0	0	0	0	2e-06	2e-06	0.4882	0.54
DSP	USH1C	0	DIDA_NDI	0.538638	0.200635	1	0.617	0.381	0.521	0	0.642	0.508	0.07116	0.999902	0.999902	0	0	0	0	0	0.000834	0.001461	0.3408	1
MAN1B1	ADGRV1	0	DIDA_NDI	0.42429936	0.16425781	0	0.419	0.202	0.515	0	0.5415869	0.2433843	0.09121677	0.6367317	0.43727604	0	0	0	0	0.0526	5.5e-05	9.7e-05	0.5464	0.21
MYO7A	SLC7A9	0	DIDA_NDI	0.612075	0.065557	0	0.481	0.206	0.303	0	0.246	0.032	0.094894	0.246082	0.246082	0	0	0	0	0.1	8e-06	1.3e-05	0.4104	0
MAN1B1	TTN	0	DIDA_NDI	0.40975082	0.14091118	1	0.3	0.173	0.523	0	0.643	0.061	0.090937	3e-06	3e-06	0	0	0.00066968316	0	0	0.000318	0.00037	0.6415	0.173
SCN2A	USH2A	0	DIDA_NDI	0.4352209	0.15832296	1	0.062	0.41	0.463	0	0.695	0.437	0.101345	1	1	0	0	0	0	0.1538	5e-06	6e-06	0.3245	0.342
RET	NPHS1	0	DIDA_NDI	1.216343	0.146191	2	0.495	0.247	0.543	0	1.1449107	0.3874729	0.023929	0.999889	0.999889	0	0.15	0	0	0.0833	5.2e-05	8.7e-05	0.4663	0.318
OCA2	DISP1	0	DIDA_NDI	0.478048	0.254379	1	0.621	0.145	0.263	0	0.241	0.035	0.361647	4e-06	4e-06	0	0	0	0	0.0769	2e-06	4e-06	0.5526	0.238
PRKN	RP1L1	0	DIDA_NDI	0.3943204	0.14111488	0	0	0.143	0.434	0	0.55610037	0.2443421	0.09023049	0.6407428	0.36818403	0	0.175	0	0	0	1.2e-05	2.1e-05	0.3752	0.142
CDH23	USH2A	0	DIDA_NDI	0.9015881	0.33755404	0	1	0.51	0.414	0	0.403	0.145	0.025336	0.050693	0.050693	0	0.815	0	0	0.2308	4e-06	5e-06	0.5767	0.863
NPHS2	ADGRV1	0	DIDA_NDI	0.62044805	0.26884425	1	1	0.289	0.6	0	0.7018324	0.30607006	0.04731753	0.7626536	0.4558808	0	0	0	0	0	8e-06	1.4e-05	0.465	1
SLC26A4	MYO6	0	DIDA_NDI	0.758305	0.119329	0	0.094	0.323	0.457	0	0.62	0.188	0.095715	0.017788	0.017788	0	0.525	0	0	0	0.0017599538	0.002006657	0.4584	0.168
SCN5A	WDR11	0	DIDA_NDI	0.4968368	0.19721174	1	1	0.306	0.486	0	0.7529859	0.37910762	0.051833	1.066076	0.925419	0	0	0	0	0.1176	0.000177	0.000313	0.585	0.399
SCN5A	SLC7A9	0	DIDA_NDI	0.531078	0.015439	1	0.528	0.199	0.607	0	0.381	0.103	0.045668	1.24183	0.749665	0	0	0	0	0	0	1e-06	0.5301	0
ATP2B2	DYNC2H1	0	DIDA_NDI	0.286703	0.074212	1	0.405	0.258	0.432	0	0.758	0.558	0.052784	0.999922	0.999922	0	0	0	0	0	0.0011043029	0.0022589634	0.6133	0.548
LAMA1	CYP1B1	0	DIDA_NDI	0.67725664	0.2742292	2	0.333	0.407	0.116	0	0.242	0.06	0.052784	0.000296	0.000296	0	0	0	0	0.0625	0.0010315513	0.0017275182	0.4596	1
HFE	SLC26A4	0	DIDA_NDI	1.169238	0.291605	0	0.109	0.249	0.574	0	0.502	0.306	0.101345	1e-06	1e-06	0	0	0	0	0.1111	0.0041626263	0.005620265	0.4111	0.27
PYGM	BBS4	0	DIDA_NDI	0.455947	0.199552	1	0.555	0.117	0.424	0	0.587	0.373	0.070574	0.000141	0.000141	0	0.229	0	0	0	0.006836	0.012119	0.4805	0.504
NOD2	KRT14	0	DIDA_NDI	0.41893393	0.15434462	1	0.644	0.166	0.64	0	0.411	0.173	0.053862	0.067343	0.067343	0	0	0	0	0.5455	0.003136	0.005564	0.4024	0.289
MYO7A	USH1C	0	DIDA_NDI	0.507818	0.169815	0	0.779	0.625	0.773	0.0021	0.174	0.04	0.103316	0	0	1	0.972	0.77	0	0	1.3e-05	4e-06	0.3601	1
BBS1	ADGRV1	0	DIDA_NDI	0.65912646	0.2712455	1	0.598	0.326	0.462	0	0.6611393	0.28327417	0.05103145	0.65641296	0.4069698	0	0.216	0	0	0.0455	7e-06	1.1e-05	0.4386	1
NOD2	USH1C	0	DIDA_NDI	0.862337	0.524333	0	0.689	0.224	0.612	0	0.186	0.052	0.029845	0	0	0	0	0	0	0	5e-06	9e-06	0.5493	1
STXBP2	MYO7A	0	DIDA_NDI	0.471009	0.206624	0	0.676	0.159	0.494	0	0.602	0.388	0.047955	7.8e-05	7.8e-05	0	0	0	0	0.0952	0.001619	0.002845	0.3309	0
GJB3	CDH23	0	DIDA_NDI	0.367093	0.039059	1	0.141	0	0.361	0	0.38	0.168	0.123367	0.053426	0.04796	0	0.434	0	0	0	9e-06	4e-06	0.5702	0.38
RBM20	USH2A	0	DIDA_NDI	0.35304812	0.11630305	0	0.367	0.393	0.506	0	0.441	0.183	0.090152726	0.6243286	0.37490678	0	0	0	0	0.0625	4e-06	4e-06	0.3707	0.145
FZD4	TTN	0	DIDA_NDI	0.593887	0.174477	1	0.574	0.331	0.325	4.7965054e-06	0.649	0.055	0.052784	0.920787	0.920787	0	0	0	0	0	0.000267	0.00046	0.4732	0.241
ITGA7	WNT10A	0	DIDA_NDI	0.569328	0.163378	1	0.602	0.476	0.266	0	0.427	0.037	0.052784	0.010169	0.010169	0	0	0	0	0	0.000113	0.000147	0.548	0.339
STXBP2	POLG	0	DIDA_NDI	0.474046	0.209661	1	0.579	0.101	0.511	0	0.7	0.29	0.08833	0.000119	3.6e-05	0	0	0	0	0.35	0.001639	0.002809	0.4434	0
SCN5A	USH2A	0	DIDA_NDI	0.4440544	0.15966156	1	0.554	0.329	0.482	0	0.371	0.113	0.054895	0.995748	0.995748	0	0	0	0	0.1	1e-06	0	0.4921	0.384
SCN5A	HNF1A	0	DIDA_NDI	0.636232	0.28615126	2	0.494	0.235	0.4	0	1.092	0.608	0.052784	1.965407	0.026088	0	0	0	0	0	2e-06	3e-06	0.384	0.455
TTN	MYH7B	0	DIDA_NDI	0.708081	0.060284	1	0.58039683	0.38488758	0.62258613	6.6398454e-05	0.477	0.227	0.030028	0	0	0	0.668	0	0	0.6	0.000286	0.000428	0.2974	0.30683982
PYGM	PCARE	0	DIDA_NDI	0.3341219	0.11202932	0	0	0.109	0.353	0	0.45273572	0.20340545	0.09878462	0.483314	0.33907962	0	0	0	0	0.10781079	0.006834	0.012123	0.4078	0.174
MYH7	CEP290	0	DIDA_NDI	0.47833	0.14305	1	0.529	0.233	0.495	0	0.82	0.06	0.02522	0.000146	0.000146	0	0	0	0	0	0.001802	0.003183	0.6168	0.413
KRT5	CEP290	0	DIDA_NDI	0.90563	0.284251	2	0.778	0.281	0.679	0	1.168	0.408	0.049045	0.469328	0.469328	0	0	0	0	0	0.003155	0.005582	0.609	0.277
NLRP3	MYO7A	0	DIDA_NDI	0.44394	0.233692	0	0.65	0.149	0.59	0	0.429	0.215	0.064396	0.447263	0.447263	0	0	0	0.0435	0.2308	1e-05	9e-06	0.2718	0.41
SCN1A	CAV3	0	DIDA_NDI	0.771046	0.342876	1	0.078	0.325	0.606	0	0.571	0.139	0.031824	1.339836	0.660164	0	0.353	0	0	0	2.3e-05	3.8e-05	0.454	0.444
CD2AP	USH2A	0	DIDA_NDI	0.5568659	0.23886473	0	0.721	0.202	0.416	0	0.769	0.511	0.036597	0.813221	0.813221	0	0	0	0	0	0.000813	0.001441	0.5878	0.405
