GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
TFB1M	COL20A1	0	ref_1000random	0.185499	0.021043	1	0.31487656	0.12581345	0.3176363	0.0	0.248	0.09	0.090085	1.2E-5	1.2E-5	0	0.0	0.0	0.0	0.05	4.3E-5	7.5E-5	0.6189	0.019850856
ACOT9	FKTN	0	ref_1000random	0.480607	0.298184	1	0.141	0.212	0.642	0.0	0.213	0.055	0.11189	2.11E-4	1.73E-4	0	0.0	0.0	0.0	0.2727	8.56E-4	0.001509	0.4704	0.0
HSP90B1	GJA4	0	ref_1000random	0.42982313	0.17633067	1	1.0	0.448	0.209	0.0	0.92	0.648	0.054895	1.226981	0.748705	0	0.0	0.0	0.0	0.4444	0.011251	0.019957	0.5067	0.085
SEPT5	KRT5	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
RABGEF1	DNAH10	0	ref_1000random	0.32435256	0.109930195	1	0.47	0.178	0.483	0.0	0.261	0.041	0.074813	0.49653	0.49653	0	0.0	0.0	0.0	0.13203083	3.8E-5	6.2E-5	0.48563215	0.0
RBM17	NDUFAF4	0	ref_1000random	0.46101135	0.16133797	0	1.0	0.071	0.52	0.0	0.78699785	0.32348254	0.096752	1.380618	0.616587	0	0.0	0.0	0.0	0.0	0.001296	3.14E-4	0.3307	0.249
SEC23A	PRKCDBP	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TAC3	OR8S1	0	ref_1000random	0.233156	0.128684	0	0.0	1.0	0.235	3.3908198E-6	0.095	0.011	0.050673	0.040453	0.040447	0	0.0	0.0	0.0	0.0651603	8.0E-6	6.0E-6	0.4813773	0.0
KLF9	ST8SIA2	0	ref_1000random	0.441759	0.09445	0	0.144	0.175	0.495	0.0	1.324	0.664	0.057007	1.395209	0.369695	0	0.0	0.0	0.0	0.0357	1.5E-5	9.0E-6	0.6741	0.147
SESN3	ACOT2	0	ref_1000random	0.220119	0.002495	0	0.555	0.143	0.513	0.0	0.331	0.223	0.057007	1.136591	0.852001	0	0.0	0.0	0.0	0.087	1.44E-4	2.34E-4	0.5918	0.0
PTPN12	HCAR3	0	ref_1000random	0.5245825	0.22251625	1	0.0	0.665	0.32	0.0	0.73727214	0.3627989	0.052784	0.999467	0.999453	0	0.0	0.0	0.0	0.2083	2.92E-4	5.13E-4	0.3051	0.211
IFNA8	DDX24	0	ref_1000random	0.232247	0.074043	0	0.204	0.093	0.323	0.0	0.176	0.156	0.090202	0.221395	0.221391	0	0.0	0.0	0.0	0.0	8.49E-4	0.001501	0.5317	0.0
GRAMD1A	SERPINA5	0	ref_1000random	0.429524	0.198497	0	0.49	0.065	0.266	0.0	0.277	0.079	0.121867	0.621019	0.515742	0	0.0	0.0	0.0	0.0625	0.001467	0.002554	0.4995	0.0
GABRA5	EFCAB3	0	ref_1000random	0.38617685	0.14405826	0	0.34229776	0.17442326	0.39195248	0.0	0.63882923	0.33700445	0.098685	0.951688	0.95137	0	0.0	0.0	0.0	0.0	1.0E-6	2.0E-6	0.4841	0.06963985
IGF1	TBRG1	0	ref_1000random	1.102591	0.884964	1	1.0	0.3	0.521	0.0	0.623	0.517	0.060174	0.469604	0.469443	0	0.0	0.0	0.0	0.2381	0.016292	0.02888	0.4961	0.0
ITPKA	GNPTG	0	ref_1000random	0.270609	0.016448	0	0.0	0.448	0.574	0.0	0.263	0.081	0.154736	0.821022	0.821022	0	0.0	0.0	0.0	0.0	3.02E-4	5.3E-4	0.4884	0.0
CARD17	CPO	0	ref_1000random	0.185964	0.002534	0	0.106	0.042	0.305	0.0	0.16719224	0.044673163	0.306518	3.02E-4	3.02E-4	0	0.0	0.0	0.0	0.0909	9.0E-6	3.0E-6	0.4823112	0.0
DOK1	COQ6	0	ref_1000random	0.44368	0.003637	0	1.0	0.161	0.74	0.0	0.503	0.243	0.08509	0.016993	0.016993	0	0.0	0.0	0.0	0.1667	2.44E-4	5.6E-5	0.5851	0.203
UCHL5	NDUFB9	0	ref_1000random	0.283612	0.009414	1	0.482	0.105	0.663	0.0	0.252	0.082	0.045499	0.823986	0.738207	0	0.0	0.0	0.0	0.0909	0.002207	3.32E-4	0.3205	0.0
LAMTOR3	ADA	0	ref_1000random	0.4747355	0.19638483	1	0.554	0.239	0.526	0.0	0.61964434	0.32189476	0.0929	0.680579	0.680579	0	0.0	0.0	0.0	0.1765	0.002319	0.001909	0.6905	0.0
GFRA3	CENPBD1	0	ref_1000random	0.33516225	0.12433693	0	0.29750404	0.15626243	0.38543856	0.0	0.32952327	0.1609419	0.11882	0.049133	0.008989	0	0.0	0.0	0.0	0.0667	2.0E-6	4.0E-6	0.4486	0.06015493
BST2	LRP6	0	ref_1000random	0.566402	0.378026	1	0.641	0.223	0.686	0.0	0.706	0.1	0.028855	1.000587	0.99937	0	0.0	0.0	0.0	0.2222	3.94E-4	6.94E-4	0.5883	0.35
SERPINE2	C1orf105	0	ref_1000random	0.25797275	0.07344025	0	0.26712915	0.12258239	0.27881256	0.0	0.274	0.172	0.146104	0.643344	0.642704	0	0.0	0.0	0.0	0.0	2.68E-4	4.54E-4	0.508	0.006361789
SCGB1D4	SNRK	0	ref_1000random	0.3144831	0.101704426	0	0.28659952	0.14227203	0.34279546	0.0	0.228	0.202	0.09853	0.997045	0.99124	0	0.0	0.0	0.0	0.0556	1.4E-5	1.0E-6	0.51337516	0.04342734
KCNK16	INPP5D	0	ref_1000random	0.194379	0.016432	0	0.452	0.183	0.356	0.0	0.33586577	0.16701502	0.092026	0.178793	0.156069	0	0.0	2.8388412E-4	0.0	0.0	0.001418	0.002517	0.5412	0.0
ZSCAN22	DOCK5	0	ref_1000random	0.271506	0.027636	0	0.633	0.089	0.0	0.0	0.33958092	0.1362159	0.138855	0.001356	0.00133	0	0.0	0.0	0.0	0.1429	3.1E-5	4.3E-5	0.5747	0.0
ZBTB9	OGFR	0	ref_1000random	0.26706174	0.06068146	0	1.0	0.0	0.0	0.0	0.278	0.06	0.119862	0.025578	0.001259	0	0.0	0.0	0.0	0.1667	1.87E-4	2.97E-4	0.4135	0.0
CSDC2	TTLL3	0	ref_1000random	0.31102067	0.09620647	0	0.124	0.181	0.784	0.0	0.3736947	0.1588911	0.10812	0.079804	0.079804	0	0.0	0.0	0.0	0.2105	1.8E-5	3.1E-5	0.457	0.0
GLTPD2	PDZRN3	0	ref_1000random	0.32615814	0.119163886	0	0.134	0.073	1.0	0.0	0.512	0.29	0.282511	0.934354	0.882398	0	0.0	0.0	0.0	0.0	1.0E-5	1.6E-5	0.5485	0.0
ASB7	OR10J5	0	ref_1000random	0.32518232	0.09703438	0	0.176	0.09	0.356	0.0	0.738	0.234	0.103694	1.716635	0.269853	0	0.0	0.0	0.0	0.0	1.2E-5	2.0E-6	0.50478834	0.0
ATP6AP1L	SH2B1	0	ref_1000random	0.33039424	0.10138782	1	0.0	0.193	0.537	0.0	0.59917915	0.28088662	0.087621	1.096459	0.8172	0	0.0	0.0	0.0	0.4286	0.001480205	0.0022243205	0.3376	0.0
EPYC	CNDP1	0	ref_1000random	0.370974	0.112276	0	0.112	0.093	0.0	0.0	0.16	0.038	0.095618	7.0E-5	3.1E-5	0	0.0	0.0	0.0	0.0	4.87E-4	8.61E-4	0.5353	0.182
CRYGD	EIF2AK4	0	ref_1000random	0.36367103	0.122074746	1	0.198	0.191	0.489	0.0	0.406	0.108	0.072205	0.008226	0.008226	0	0.0	0.0	0.0	0.0476	2.6E-4	2.74E-4	0.476	0.0
CRYBB2	ALDH1L1	0	ref_1000random	0.332519	0.065569	0	0.319	0.077	0.0	0.0	0.329	0.101	0.064535	0.583895	0.583876	0	0.0	0.0	0.0	0.2273	0.002287	0.003446	0.4364	0.107
AP1M1	FAM169A	0	ref_1000random	0.4011389	0.14421548	1	0.4119619	0.19833015	0.4564302	0.0	0.73002714	0.29874006	0.085139	1.840926	0.156227	0	0.0	0.002616887	0.0	0.0455	0.001172	0.001929	0.6698	0.08840949
RGS16	LTB4R	0	ref_1000random	0.223343	0.037496	0	0.18	0.585	0.707	0.0	0.223	0.091	0.029166	0.686371	0.668365	0	0.0	0.0	0.0	0.0	5.0E-6	4.0E-6	0.5336	0.555
CNN2	ZBTB4	0	ref_1000random	0.226949	0.062463	0	0.69	0.215	0.371	0.0	0.448	0.194	0.087251	1.2108	0.786181	0	0.0	0.0	0.0	0.375	0.00232	0.004001	0.3261	0.0
SERINC3	STAG1	0	ref_1000random	0.310385	0.028524	0	0.0	0.084	0.356	0.0	0.895	0.631	0.083251	1.590252	0.409748	0	0.0	0.0	0.0	0.5625	6.45E-4	0.001122	0.4105	0.0
HM13	KRTAP10-11	0	ref_1000random	0.38340536	0.14854091	0	1.0	0.101	0.574	0.0	0.65056133	0.3245862	0.117691	0.882684	0.881893	0	0.0	0.0	0.0	0.0	3.7E-4	4.41E-4	0.5709	0.0
FASTKD3	MADD	0	ref_1000random	0.30883	0.185239	1	0.536	0.243	0.454	0.0	0.377	0.309	0.253028	9.02E-4	9.02E-4	0	0.0	0.0	0.0	0.0	3.2E-5	4.7E-5	0.4793	0.0
FAM60A	OR2L3	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
SNRK	ACSL1	0	ref_1000random	0.45957	0.197605	0	0.16	0.193	0.559	0.0	0.424	0.006	0.0929	1.08598	0.902305	0	0.0	0.0	0.0	0.3889	0.001547	0.002718	0.325	0.0
REG3G	NPHS1	0	ref_1000random	0.626361	0.443791	1	0.371	0.152	0.259	0.0	0.4995914	0.24688518	0.0929	2.2E-5	2.2E-5	0	0.0	0.0	0.0	0.125	5.5E-5	8.1E-5	0.21	0.0
ABCC9	THAP5	0	ref_1000random	0.256675	0.057043	0	0.244	0.324	0.305	0.0	0.174	0.012	0.06239	0.003493	0.002091	0	0.0	0.0	0.0	0.0455	1.0E-6	2.0E-6	0.5129	0.329
USP49	SDK2	0	ref_1000random	0.242342	4.22E-4	0	0.0	0.156	0.329	0.0	0.769	0.041	0.09464	0.972572	0.914503	0	0.0	0.0	0.0	0.2353	0.001149326	0.0019163743	0.5294	0.0
URB1	UNC45A	0	ref_1000random	0.202492	0.0138	0	0.367	0.383	0.558	0.0	0.282	0.076	0.046815	0.59460527	0.38064563	0	0.0	0.0	0.1111	0.45	5.98E-4	4.13E-4	0.4368	0.0
RAD51AP2	ORC3	0	ref_1000random	0.3576471	0.12882347	0	1.0	0.165	0.294	0.0	0.42893663	0.18649828	0.052784	3.1E-4	3.1E-4	0	0.0	0.0	0.0	0.0909	1.3E-4	2.28E-4	0.4134	0.0
EEF1B2	OPN1LW	0	ref_1000random	0.35188738	0.11077213	0	0.148	0.213	0.262	0.0	0.451	0.043	0.100582	1.241144	0.574449	0	0.0	0.0	0.0	0.0	0.008279	0.014663	0.4964	0.0
UPF3A	PLK5	0	ref_1000random	0.38725534	0.14127453	0	0.0	0.083	0.812	0.0	0.5242114	0.22222841	0.034138	0.072439	0.070812	0	0.0	0.0	0.0	0.3333	2.1E-5	1.1E-5	0.4599	0.0
KIAA2022	RGS10	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
RASL11A	TTC33	0	ref_1000random	0.220274	0.011162	0	0.34905404	0.15427639	0.39581442	0.0	0.273	0.013	0.063143	0.030308	0.014929	0	0.0	0.0	0.0	0.2609	3.0E-5	5.2E-5	0.4202	0.033496
CD8A	GBP4	0	ref_1000random	0.3130949	0.11074933	0	0.522	0.216	0.253	0.0	0.124	0.018	0.1048	0.024181	0.024181	0	0.0	0.0	0.0	0.25	5.5E-5	3.0E-5	0.2078	0.0
.	TMBIM6	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
CA9	PLEKHH1	0	ref_1000random	0.246428	0.078814	0	0.2547811	0.14341961	0.3364957	0.0	0.46	0.206	0.135127	6.61E-4	6.6E-4	0	0.0	0.0	0.0	0.1429	5.0E-6	9.0E-6	0.4472	0.0072096526
CORO2B	ZNF512B	0	ref_1000random	0.233863	0.013176	0	0.42599627	0.212603	0.50499535	0.0	0.721	0.167	0.067796	1.778611	0.220503	0	0.0	9.91429E-4	0.0	0.0909	0.001358314	0.0021730028	0.475	0.0528646
KIAA1462	RRM2B	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
LCN2	ATXN7	0	ref_1000random	1.087206	0.207566	0	0.34	0.12	0.305	0.0	0.62	0.138	0.057007	0.929152	0.92796	0	0.0	0.0	0.0	0.1304	0.0013751927	0.0018855076	0.4836	0.387
S1PR2	ARNTL2	0	ref_1000random	0.263147	0.070117	1	0.199	0.236	0.305	0.0	0.362	0.142	0.050673	0.127346	0.127341	0	0.0	0.0	0.0	0.2857	0.0011219257	0.0021243028	0.3895	0.275
CXXC1	PCSK9	0	ref_1000random	0.312546	0.080256	1	0.527	0.237	0.514	0.0	0.434	0.2	0.038719	0.997862	0.997862	0	0.0	0.0	0.0	0.1053	2.0E-4	2.47E-4	0.5379	0.0
AES	ESR1	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
AGTPBP1	OR10H1	0	ref_1000random	0.238218	0.048211	0	0.099	0.125	0.321	0.0	0.737	0.483	0.087251	1.113406	0.160724	0	0.0	0.0	0.0	0.0714	0.0013294602	0.0023674988	0.5256	0.0
PTGR1	COL21A1	0	ref_1000random	0.234772	0.036956	0	0.32881886	0.13909408	0.33622968	0.0	0.35019234	0.14112012	0.0929	0.044277	0.044277	0	0.0	0.0	0.0	0.1111	6.99E-4	0.001235	0.5197	0.036435172
FLYWCH2	FAM20C	0	ref_1000random	0.2610743	0.069424495	0	0.367	0.229	0.418	0.0	0.123	0.007	0.136337	1.16853	0.007456	0	0.0	0.0	0.0	0.0455	2.2E-4	2.08E-4	0.3577	0.0
GALNT11	LILRA6	0	ref_1000random	0.166533	0.034547	0	0.0	0.0	0.0	0.0	0.155	0.071	0.0929	0.004203	0.003892	0	0.0	0.0	0.0	0.0	0.0014301164	0.0026493815	0.6012	0.0
ACTL10	EXO1	0	ref_1000random	0.4514386	0.18859407	0	0.30462983	0.1774443	0.43131065	0.0	0.43227986	0.19542688	0.0706	0.001053	0.001053	0	0.0	0.0	0.0	0.2	1.0E-5	1.3E-5	0.4943	0.101500615
ZKSCAN3	ERCC6	0	ref_1000random	0.573489	0.363862	0	0.669	0.437	0.819	0.0	0.6983955	0.3114142	0.09507	1.23E-4	1.23E-4	0	0.0	0.0	0.0	0.4286	7.0E-6	1.0E-5	0.5016	1.0
INSL5	NDUFA9	0	ref_1000random	0.333921	0.005719	0	0.69	0.227	0.157	0.0	0.299	0.009	0.144245	0.542759	0.542729	0	0.0	0.0	0.0	0.0714	0.001512	0.002678	0.4593	0.0
FLYWCH2	ZFAT	0	ref_1000random	0.22612411	0.041167043	1	0.75	0.059	0.218	0.0	0.116	0.0	0.120035	0.583466	0.577608	0	0.0	0.0	0.0	0.0714	1.7E-4	2.95E-4	0.5606	0.0
TTYH3	DNALI1	0	ref_1000random	0.238226	0.026494	0	0.39418435	0.17875312	0.4505904	0.0	0.314	0.034	0.067069	0.979599	0.979599	0	0.0	1.7500803E-4	0.0	0.0667	4.7E-5	5.2E-5	0.5594	0.05161248
ACAP1	SAAL1	0	ref_1000random	0.191957	0.006611	0	0.24747266	0.14744113	0.37090757	0.0	0.3631964	0.17071122	0.111914	0.237885	0.237627	0	0.0	0.0	0.0	0.2308	5.37E-4	4.01E-4	0.5223	0.018672355
CYC1	FIGNL1	0	ref_1000random	0.334121	0.111751	0	0.207	0.315	0.582	0.0	0.775	0.005	0.102049	0.979123	0.978906	0	0.0	0.0	0.0	0.2	0.001679	0.002892	0.5641	0.0
UBE2D1	MMP25	0	ref_1000random	0.86905	0.248144	0	0.186	0.323	0.388	0.0	1.251	0.587	0.052784	0.908887	0.908883	0	0.0	0.0	0.0	0.2222	4.01E-4	6.92E-4	0.3381	0.147
CYP51A1	DSG3	0	ref_1000random	0.46331447	0.18592662	2	0.216	0.135	0.576	0.0	0.621	0.025	0.090085	1.0E-5	1.0E-5	0	0.0	0.0	0.0	0.0714	1.53E-4	1.52E-4	0.51	0.0
ATF3	SQRDL	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
STX10	FAM120B	0	ref_1000random	0.203928	0.037604	0	1.0	0.221	0.522	0.0	0.212	0.054	0.096862	0.0	0.0	0	0.0	0.0	0.0	0.3158	2.01E-4	3.0E-6	0.5275	0.0
PTGR1	ISYNA1	0	ref_1000random	0.264947	0.067131	0	0.0	0.416	0.081	3.1E-5	0.4308447	0.19246551	0.064396	0.046916	0.041638	0	0.0	0.0026077062	0.1429	0.0	0.001154	4.29E-4	0.5645	0.0
STARD10	STON2	0	ref_1000random	0.36986053	0.13104418	0	1.0	0.172	0.482	0.0	0.239	0.149	0.065297	0.619364	0.517289	0	0.187	0.0	0.0	0.0476	0.0013512826	0.002144329	0.5102	0.0
GLMN	ZCWPW2	0	ref_1000random	0.31366688	0.096887775	0	0.30975375	0.1585207	0.3769383	0.0	0.338	0.1	0.088342	7.2E-5	6.3E-5	0	0.0	0.0	0.0	0.2353	1.77E-4	3.13E-4	0.5235	0.0501038
GRM3	BTD	0	ref_1000random	0.490996	0.019772	0	0.086	0.151	0.181	0.0	0.466	0.358	0.084119	0.984712	0.984709	0	0.0	0.0015936282	0.0	0.0	0.001025	0.001806	0.567	0.087
STXBP6	GAB3	0	ref_1000random	0.194042	0.008975	0	0.0	0.0	0.0	0.0	0.402	0.018	0.132121	1.0885	0.892705	0	0.0	0.0	0.0	0.1071	2.5E-5	2.2E-5	0.5829	0.0
FSD1	SHMT1	0	ref_1000random	0.497095	0.279635	0	0.403	0.302	0.337	0.0	1.276	0.35	0.052207	0.732578	0.732578	0	0.0	0.0	0.0	0.0	8.04E-4	0.001377	0.43	0.577
PSMD13	TET3	0	ref_1000random	0.44107154	0.13775621	0	0.34	0.281	0.622	0.0	1.77	0.12	0.131415	1.993456	0.006429	0	0.0	0.0	0.0	0.2667	0.002763	0.0049	0.584	0.0
ATG4C	OR10AD1	0	ref_1000random	0.2864637	0.077223316	0	0.0	0.0	0.0	0.0	0.254	0.022	0.087251	0.003517	0.003517	0	0.0	0.0	0.0	0.2353	6.0E-6	9.0E-6	0.46560103	0.0
GTF3C3	JAK2	0	ref_1000random	1.180446	0.688336	1	0.538	0.104	0.595	0.0014	1.273	0.623	0.050673	0.96904	0.96903	0	0.0	0.0	0.0	0.3333	1.13E-4	1.86E-4	0.4846	0.0
SNURF	GPT	0	ref_1000random	0.3592276	0.11142215	0	0.255	0.096	0.342	0.0	0.232	0.008	0.126526	0.780882	0.780882	0	0.0	0.0	0.0	0.0	0.0012214107	0.0020505425	0.514468	0.314
UBLCP1	POGK	0	ref_1000random	0.225579	0.010611	0	1.0	0.0	0.0	7.6E-5	0.285	0.013	0.046108	1.035408	0.799151	0	0.0	0.0	0.0	0.2941	6.66E-4	0.001131	0.5331	0.0
SF3B5	TRIM59	0	ref_1000random	0.199605	0.025654	0	0.0	0.047	0.704	0.0	0.243	0.029	0.050673	0.632586	0.568365	0	0.0	0.0	0.0	0.2727	9.82E-4	0.001692	0.4937	0.0
GREM1	SDR9C7	0	ref_1000random	0.652734	0.466285	1	0.205	0.224	0.09	0.0	0.5864388	0.31528977	0.10437	0.724628	0.697571	0	0.0	0.0	0.0	0.1333	0.0013120752	0.0022886137	0.4848	0.0
ADPRH	TTLL5	0	ref_1000random	0.3897247	0.15026394	0	0.0	0.43	0.0	0.0	0.626	0.42	0.122035	9.0E-6	9.0E-6	0	0.0	0.0	0.0	0.1765	4.05E-4	7.06E-4	0.5517	0.0
TNFRSF17	WDR63	0	ref_1000random	0.1413164	0.0	0	0.13719922	0.008153615	0.075815305	0.0	0.176	0.004	0.242799	0.003223	0.002986	0	0.0	0.0	0.0	0.0	1.6E-5	2.5E-5	0.5161	0.0
GATC	ACOT1	0	ref_1000random	0.227854	0.017946	0	0.174	0.403	0.606	0.0	0.304	0.084	0.157783	0.036077	0.035921	0	0.0	0.0	0.0	0.0	1.66E-4	1.85E-4	0.5006	0.0
DEFB132	COX5B	0	ref_1000random	0.20196	0.040291	0	0.0	0.083	0.071	0.0	0.562	0.378	0.066617	0.419052	0.406102	0	0.0	2.4269628E-5	0.0	0.0	0.001272	0.002221	0.5308	0.0
CACNA1E	PRAMEF2	0	ref_1000random	0.32771492	0.12830107	0	0.0	0.0	0.425	0.0	0.575	0.441	0.099329	1.000568	0.999432	0	0.0	0.0	0.0	0.0	2.0E-6	2.0E-6	0.5259653	0.0
ZSCAN22	CEACAM5	0	ref_1000random	0.29426238	0.09934599	0	0.51	0.283	0.0	0.0	0.197	0.107	0.182444	5.0E-5	2.4E-5	0	0.0	0.0	0.0	0.0526	5.2E-5	8.1E-5	0.4768	0.0
TUBG1	ZSWIM2	0	ref_1000random	0.586397	0.399275	1	0.0	0.0	0.0	0.0	0.717	0.509	0.051264	0.975923	0.975923	0	0.0	0.0	0.0	0.6667	3.46E-4	6.12E-4	0.497	0.0
RBAK	USPL1	0	ref_1000random	0.217007	0.046531	0	0.228	0.327	0.609	0.0	0.554	0.37	0.062844	0.500974	0.48162	0	0.0	0.0	0.0	0.3158	2.0E-6	4.0E-6	0.1461	0.0
CNTNAP2	C1orf52	0	ref_1000random	0.211601	0.005888	0	0.34676963	0.16156672	0.37559333	0.0	0.595	0.357	0.096752	0.359115	0.359038	0	0.0	0.0	0.0	0.25	1.07E-4	1.5E-4	0.5319	0.042855598
HTR1B	LYRM2	0	ref_1000random	0.44858968	0.19864666	0	0.40109065	0.1898833	0.37584975	0.0	0.747	0.561	0.085139	0.705241	0.585878	0	0.0	3.9925153E-4	0.0	0.0833	5.6E-5	7.8E-5	0.5734	0.11339539
DNMT3B	MMP14	0	ref_1000random	0.65241	0.462527	2	0.36	0.197	0.559	3.7E-5	1.039	0.093	0.025336	1.986898	0.012651	0	0.0	0.0	0.0	0.1905	1.76E-4	6.6E-5	0.4726	0.558
SGCZ	OR5K3	0	ref_1000random	0.32748583	0.12796688	0	0.0	0.246	0.886	0.0	0.5	0.304	0.095715	0.003906	6.5E-5	0	0.0	0.0	0.0	0.0	1.0E-6	2.0E-6	0.5016437	0.0
PTP4A3	SLC7A8	0	ref_1000random	0.34649	0.095226	0	0.334	0.236	0.351	0.0	0.787	0.389	0.060174	0.127836	0.127504	0	0.0	0.0	0.0	0.2273	3.6E-5	0.0	0.631	0.0
DAPP1	PLA2G4E	0	ref_1000random	0.42555574	0.16930847	0	0.465	0.313	0.776	0.0	0.231	0.071	0.023929	0.183496	0.183491	0	0.0	0.0	0.0	0.3077	7.2E-5	1.17E-4	0.3421	0.0
FGF22	NUB1	0	ref_1000random	0.243881	0.008418	0	0.0	0.274	0.191	0.0	0.39074337	0.16548367	0.062285	1.15E-4	9.2E-5	0	0.0	0.0	0.0	0.0952	0.0011635709	0.002063343	0.6299	0.0
RAB4A	OR51T1	0	ref_1000random	0.193975	0.019179	0	0.143	0.0	0.356	0.0	0.29	0.1	0.052784	0.10083	0.061386	0	0.0	0.0	0.0	0.0	2.33E-4	4.13E-4	0.50787276	0.0
SNPH	ODF1	0	ref_1000random	0.40129542	0.15953766	0	0.602	0.0	0.486	0.0	0.69444704	0.3212656	0.057007	1.213475	0.378707	0	0.0	0.0	0.0	0.0	1.2E-5	3.0E-6	0.6808	0.0
EIF4E	EHBP1	0	ref_1000random	0.503922	0.271386	1	0.0	0.0	0.595	0.0	1.118	0.724	0.057007	1.983322	0.016176	0	0.0	0.0	0.0	0.2	0.001113	0.001741	0.5293	0.0
ZFYVE28	RAP1GAP2	0	ref_1000random	0.4023136	0.14303473	0	1.0	0.18	0.636	0.0	0.9477762	0.35440898	0.052784	1.844399	0.067478	0	0.0	0.0	0.0	0.5	1.44E-4	2.54E-4	0.4143	0.0
FARSB	NUP93	0	ref_1000random	0.254846	0.050246	0	0.601	0.248	0.493	0.0	1.585	0.385	0.051156	0.905848	0.896112	0	0.0	0.0	0.0	0.3333	0.002912	0.001368	0.1204	0.0
LDHB	PAH	0	ref_1000random	1.70735	0.006226	0	0.143	0.48	1.0	0.0	0.586	0.35	0.121673	2.0E-5	2.0E-5	0	0.0	0.0	0.0	0.0714	0.037695	0.066763	0.4733	0.511
PTPRK	TRPC6	0	ref_1000random	0.4304269	0.15940744	0	0.505	0.204	0.675	0.0	0.473	0.191	0.052784	0.984953	0.975824	0	0.0	0.0	0.0	0.2727	6.5E-5	4.3E-5	0.44	0.302
TM4SF5	SEPT12	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
IL22	CCNB1IP1	0	ref_1000random	0.291944	0.066343	0	1.0	0.09	0.094	0.0	0.181	0.035	0.062847	0.674135	0.307302	0	0.0	0.0	0.0	0.0	6.0E-6	1.0E-5	0.5826	0.0
HNRNPU	GPBP1	0	ref_1000random	0.501348	0.275085	1	0.392	0.797	0.581	0.0	1.236	0.35	0.070909	1.975754	0.024052	0	0.0	0.0	0.0	0.5714	0.012613	0.020194	0.2154	0.0
ZNF879	LAMA3	0	ref_1000random	0.31032452	0.09836513	1	0.276	0.0	0.0	0.0	0.3574409	0.13899623	0.085139	7.05E-4	7.05E-4	0	0.0	0.0	0.0	0.2381	1.7E-5	2.2E-5	0.6432	0.0
ZFP36L1	PCDH10	0	ref_1000random	0.59721744	0.24226204	2	0.0	0.214	0.249	0.0	1.41	0.378	0.054895	1.401128	0.387733	0	0.0	0.0	0.0	0.0357	4.3E-5	7.4E-5	0.6181	0.517
RPS15	CABP7	0	ref_1000random	0.302799	0.066609	0	0.31201068	0.18713236	0.4050995	0.0	0.336	0.04	0.083338	1.596959	0.202308	0	0.0	0.0012193081	0.0	0.0	0.006992	0.012404	0.5486	0.07887316
ZW10	TBC1D8	0	ref_1000random	0.256415	0.004495	0	0.307	0.233	1.0	0.0	0.541	0.267	0.070325	0.047263	0.047262	0	0.0	0.0	0.0	0.3	2.95E-4	5.14E-4	0.5539	0.0
AQP5	PRPF18	0	ref_1000random	0.353679	0.128421	1	0.262	0.12	0.315	0.0	0.378	0.206	0.103088	0.103829	0.095058	0	0.0	0.0	0.0	0.0714	5.0E-5	2.6E-5	0.5751	0.0
CCDC71L	NOX5	0	ref_1000random	0.40513408	0.16185355	0	0.0	0.263	0.0	0.0	0.47292268	0.26236424	0.052207	0.482183	0.482183	0	0.0	0.0	0.0	0.0714	5.0E-6	8.0E-6	0.4099	0.0
YARS	MYO7B	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
IRF8	SPATA8	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
ICA1	SPI1	0	ref_1000random	0.860425	0.475993	1	0.585	0.0	0.594	0.0	0.434	0.158	0.071786	0.902181	0.89228	0	0.0	0.0	0.0	0.05	3.4E-5	4.3E-5	0.5414	0.0
GPR55	OR8S1	0	ref_1000random	0.38095877	0.1433337	0	0.0	1.0	1.0	2.9014778E-5	0.174	0.09	0.050673	3.92E-4	3.85E-4	0	0.0	0.0	0.5	0.041835014	8.0E-6	6.0E-6	0.4557349	0.0
